sentence,roi,notoriete,obligation,source,sub_category
"Extreme violence perpetrated by armed gangs against the Haitian population has continued to spread across the country, reaching distant rural areas as the state’s presence has continued to erode.",0,0,1,UNHAS,
The allocations to field operations are guided by a set of SOPs and are done on a quarterly basis.,0,0,0,UNHAS,
Une entreprise de télécommunications a implémenté cette solution pour optimiser l'utilisation de la bande passante ce qui a permis d'améliorer la qualité du service tout en réduisant les coûts,1,0,0,Synthetic,Optimisation_des_ressources_
En facilitant l'accès aux services de santé et de bienêtre notre solution contribue à améliorer la qualité de vie des résidents en particulier des groupes défavorisés,0,1,0,Synthetic,Inclusion_sociale
Nous avons mis en place des outils de suivi et d'analyse des données liées à la santé au travail permettant à nos clients de produire des rapports conformes aux exigences de la réglementation en vigueur,0,0,1,Synthetic,Respects_des_règles_de_santé_au_travail
"A twin-engine short-range transport aircraft, capable of landing on short and unpaved runways and operating under extreme weather conditions.",0,0,0,UNHAS,
En utilisant cette solution notre équipe de gestion des stocks a pu réduire les niveaux de stock excédentaire de 30% tout en assurant une disponibilité constante des produits pour nos clients,1,0,0,Synthetic,Augmentation_de_performance
DRC 4.3M Nigeria 1.5M Niger 0.5M Mali 0.5M Sudan 0.4M Cameroon 0.4M,0,0,0,UNHAS,
En utilisant notre solution les résidents pourront localiser des espaces de travail partagés des centres d'affaires ou des bureaux accessibles favorisant ainsi leur intégration professionnelle et leur participation à la vie économique de la communauté,0,1,0,Synthetic,Accessibilité
"The increase in resources compared with 2022 allowed for the deployment of a second aircraft in Kinshasa, making the service more reliable in linking the west and east provinces of the country.",1,0,0,UNHAS,
Un fabricant de produits chimiques a adopté des processus de production plus écologiques et économes en énergie ce qui a réduit ses coûts de fonctionnement et amélioré son image de marque,1,0,0,Synthetic,amélioration_de_l'efficacité_énergitique
L'utilisation de thermostats intelligents dans un immeuble de bureaux peut aider à réduire les coûts de chauffage et de climatisation offrant ainsi un retour sur investissement en réduisant la consommation d'énergie,1,0,0,Synthetic,économie_des_consommations
Nos produits offrent une documentation détaillée et des rapports personnalisables pour démontrer la conformité aux règlementations en vigueur en matière de Maintien en conditions opérationnelles,0,0,1,Synthetic,Maintien_en_conditions_opérationnelles
Mettre en place des navettes entre les quartiers et les zones commerciales permettrait aux résidents de faire leurs courses plus facilement,0,1,0,Synthetic,Offre_de_mobilité
En proposant des solutions de transport à la demande pour les personnes âgées ou à mobilité réduite notre entreprise favorise l'inclusion et l'accessibilité pour tous les citoyens,0,1,0,Synthetic,Simplification_de_la_mobilité
"To ensure continuous and safe   operations, deconfliction efforts were intensified, including the development of Deconfliction Standard Operating  Procedures in North Kivu.",0,0,1,UNHAS,
"In addition, dedicated  safety trainings were  conducted for air    operators, the civil aviation  authority, staff and airfield focal points.",0,0,1,UNHAS,
En optant pour ce produit les entreprises peuvent rationaliser leurs processus de gestion des infrastructures ce qui se traduit par des économies de coûts et une amélioration du retour sur investissement,1,0,0,Synthetic,Optimiser_les_infrastructures
Grâce à la collecte automatisée des données une entreprise de télécommunications peut suivre la consommation des données de ses clients ce qui lui permet de proposer des forfaits personnalisés et d'augmenter ses revenus,1,0,0,Synthetic,Collecte_automatisée_des_données
L'installation de l'éclairage à LED dans notre entrepôt a entraîné une réduction de 30 % de notre consommation d'énergie ce qui a permis un retour sur investissement en moins de 18 mois,1,0,0,Synthetic,économie_d'energie
En utilisant notre produit les habitants pourront bénéficier de réductions spéciales dans les commerces de proximité ce qui favorisera leur accès à des produits de qualité à des prix abordables,0,1,0,Synthetic,Accès_aux_commerces
Nous avons mis en place des processus de gestion de la conformité rigoureux pour nous assurer que nos produits répondent aux exigences légales et réglementaires ce qui vous donne une tranquillité d'esprit supplémentaire,0,0,1,Synthetic,Respect_des_normes_internationales
Nos produits sont régulièrement testés et certifiés par des organismes internationaux indépendants ce qui atteste de leur conformité aux normes en vigueur,0,0,1,Synthetic,Respect_des_normes_internationales
Ce produit a permis à une entreprise de production de biens de consommation de mieux gérer ses stocks et ses approvisionnements réduisant ainsi les coûts liés au stockage et à la gestion des inventaires,1,0,0,Synthetic,Optimiser_la_production
Nous offrons des fonctionnalités de suivi des conditions de travail et de sécurité au travail permettant de documenter et de respecter les normes de sécurité et de santé au travail,0,0,1,Synthetic,Respect_du_droit_de_travail
Nos produits offrent une traçabilité complète des actions entreprises pour se conformer à l'Obligation légale permettant aux entreprises de prouver leur bonne foi et leur engagement envers le respect de la législation en cas de contrôle ou de litige,0,0,1,Synthetic,Obligation_légale
Notre solution permet aux citoyens de signaler les problèmes de sécurité d'environnement ou d'urbanisme à leurs autorités locales facilitant ainsi la résolution rapide de problèmes et renforçant le sentiment de responsabilité collective,0,1,0,Synthetic,Engagement_communautaire
Notre solution encourage les commerces locaux à diversifier leur offre et à promouvoir des produits locaux ce qui renforce l'économie locale et favorise une plus grande variété d'options pour les résidents,0,1,0,Synthetic,Dynamisation_de_cœur_de_ville
Un fabricant d'automobiles utilise la gestion de l'obsolescence pour s'assurer que ses modèles de voitures restent à jour et conformes aux réglementations en constante évolution ce qui lui permet de maintenir sa part de marché et d'augmenter sa rentabilité,1,0,0,Synthetic,Gestion_de_l'obsolescence
Nous avons intégré dans nos produits des fonctionnalités spécifiques permettant de répondre aux exigences légales en matière de transparence et d'équité dans les marchés publics,0,0,1,Synthetic,Respect_des_codes_de_marchés_publiques
Nous nous engageons à accompagner nos clients dans la mise en place de nos solutions en leur fournissant les conseils et les informations nécessaires pour s'assurer de leur conformité aux exigences légales en matière de sécurité,0,0,1,Synthetic,Respect_des_règles_de_sécurité
En utilisant la valorisation des données une entreprise de commerce de détail peut optimiser son stock en identifiant les tendances d'achat et en ajustant ses commandes en conséquence ce qui se traduit par une réduction des coûts de stockage inutiles,1,0,0,Synthetic,Valorisation_des_données
"UNHAS has been operating in Syria since 2020 to cover vast distances and offer viable transport options to aid workers in the face of localised insecurity, making connectivity complex, time- consuming, and dangerous.",0,0,0,UNHAS,
"UNHAS serves the entire humanitarian community – not just United Nations   agencies, funds and programmes.",0,0,0,UNHAS,
UNHAS has been operating in the country since 2020 to provide safe and effective air connections between Damascus and Qamishli in the   northeast.,0,0,1,UNHAS,
Notre service de livraison de repas sains et équilibrés offre aux citoyens la possibilité de se concentrer sur leur bienêtre en ayant un accès facile à une alimentation nourrissante et de qualité,0,1,0,Synthetic,Sérenité
"In this complex scenario of access challenges that greatly impact   humanitarian response and   activities in country, UNHAS    operations have become essential for reaching vulnerable populations and for supporting humanitarian activities in the deep field all over the country.",0,1,0,UNHAS,
"These flights transported 45,253 passengers via fixed-wing, connecting Abuja, Maiduguri and Yola, along with rotary-wing to 11 deep-field locations.",0,0,0,UNHAS,
"The digital solution is customisable to meet the specific needs of each UNHAS operation and is accessible on commonly used devices, such as desktop computers, laptops, tablets, and mobile phones.",1,0,0,UNHAS,
"This collaboration ensures access to critical information on fuel production pathways, usage limitations, environmental benefits and policy perspectives on the use and development of sustainable aviation fuels.",1,1,0,UNHAS,
Notre plateforme permet aux citoyens locaux de découvrir et de soutenir les initiatives locales ce qui renforcera leur réputation au sein de la communauté,0,1,0,Synthetic,Notorité
"Special regional flights between Niamey and Ouagadougou continued from August to mid- October, facilitating ongoing humanitarian movements.",1,0,0,UNHAS,
Nous proposons des formations et des conseils personnalisés pour accompagner nos clients dans la mise en place et le suivi de leurs obligations légales en matière de Respect des normes ATEX,0,0,1,Synthetic,Respect_des_normes_ATEX
En choisissant nos solutions vous faites le choix de vous conformer aux dispositions légales applicables en matière de sécurité des données réduisant ainsi votre exposition aux risques juridiques et financiers,0,0,1,Synthetic,Sécurité_des_données
"analyses and establishes aviation security risks in all field operations, provides assessments, mitigates existing risks, reducing exposure to security-related incidents, and provides specialised support enabling immediate access to populations in need.",1,0,1,UNHAS,
Nos solutions offrent une traçabilité complète des données ce qui permet à nos clients de répondre aux exigences de conservation des données imposées par la loi,0,0,1,Synthetic,Contraintes_réglementaire
Scan the QR code or click here,0,0,0,UNHAS,
Notre solution facilite l'accès à des services de soutien tels que les garderies et les transports en commun ce qui permet aux résidents de concilier plus facilement leur vie professionnelle et leur vie personnelle augmentant ainsi leur employabilité,0,1,0,Synthetic,Réduction_du_chommage
hoc passenger and cargo flights.,0,0,0,UNHAS,
En utilisant cette solution nous avons pu réduire nos émissions de carbone ce qui nous a permis de renforcer notre image de marque et d'attirer de nouveaux clients sensibles aux enjeux environnementaux,1,0,0,Synthetic,économie_d'énergie
En simplifiant l'accès et la gestion des données pour les équipes de vente et de service client la gouvernance des données peut permettre aux entreprises d'améliorer la satisfaction client et la rétention ce qui constitue un important retour sur investissement à long terme,1,0,0,Synthetic,Gouvernance_de_la_données
Nos solutions incluent des fonctionnalités de gestion des risques qui contribueront à minimiser les incidents et les accidents liés à un défaut de maintenance des équipements vous mettant ainsi en conformité avec les lois en vigueur,0,0,1,Synthetic,Maintien_en_conditions_opérationnelles_des_équipement
La standardisation des données comptables peut permettre à une entreprise de simplifier ses processus financiers réduire les risques d'erreurs et améliorer la rentabilité grâce à une gestion plus efficace,1,0,0,Synthetic,Standardisation_des_données
Yemen 3.2M Syria 2.0M Chad 1.5M Afghanistan 1.3M Sudan 1.2M Nigeria 1.1M,0,0,0,UNHAS,
"In 2024, an estimated 6.3 million people are projected to be in need of humanitarian assistance in Burkina Faso, versus 3.8 million in 2023.",0,0,0,UNHAS,
Une entreprise de logistique a adopté des technologies de suivi des actifs pour ses équipements de manutention ce qui a permis de minimiser les pertes d'inventaire liées à des équipements manquants et d'assurer une disponibilité optimale de ses ressources augmentant ainsi son efficacité opérationnelle,1,0,0,Synthetic,Disponibilité_des_equipements
IG US World Food Program United States,0,0,0,UNHAS,
"Further, it is critical for maintaining and strengthening an emergency preparedness and response system by enhancing aviation emergency response capabilities, designing response scenarios and serving as a first wave deployment during sudden on set of emergencies.",1,0,1,UNHAS,
Grâce à l'installation de parcs solaires et éoliens dans la région les citoyens locaux bénéficieront d'une source d'énergie propre et renouvelable contribuant ainsi à la préservation de l'environnement,0,1,0,Synthetic,Valorisation_de_la_qualité_environnementale
Grâce à nos solutions les clients peuvent facilement gérer les audits de conformité et garantir la traçabilité des opérations liées au Maintien en conditions opérationnelles,0,0,1,Synthetic,Maintien_en_conditions_opérationnelles
En utilisant ce produit une entreprise de services financiers a amélioré la fonctionnalité de gestion des risques ce qui a conduit à des décisions plus éclairées et à une réduction des pertes générant ainsi un retour sur investissement significatif,1,0,0,Synthetic,Amélioration_des_fonctionnalité
UNHAS Syrian Arab Republic .,0,0,0,UNHAS,
Photo page 60: WFP/Benoît Lognoné,0,0,0,UNHAS,
The service revised both the Technical Offer Comparative Analysis Tool and the supporting standard narrative used in the internal memoranda that govern the final selection of air assets.,0,0,0,UNHAS,
Notre plateforme de dons et de bénévolat met en relation les résidents avec des associations locales leur permettant de s'engager dans des projets qui leur tiennent à cœur et de contribuer positivement à la communauté,0,1,0,Synthetic,Services_aux_habitants
En favorisant la diversification des types de logements disponibles notre solution encouragera la mixité sociale et économique au sein de la communauté favorisant ainsi un environnement plus inclusif et égalitaire,0,1,0,Synthetic,Accès_aux_logements
Grâce à nos partenariats avec des professionnels de la santé locaux les résidents peuvent bénéficier de réductions sur les consultations les médicaments et les examens médicaux ce qui leur permet d'économiser sur leurs dépenses de santé,0,1,0,Synthetic,Accès_à_la_santé
Les équipes de vente ont constaté une augmentation de 30% de leurs ventes après avoir utilisé cette solution pour analyser et améliorer leurs performances,1,0,0,Synthetic,Amélioration_de_la_performance_
En évaluant régulièrement les risques liés à la chaîne d'approvisionnement notre entreprise peut anticiper et atténuer les perturbations potentielles ce qui nous permet de maintenir des opérations fluides et rentables,1,0,0,Synthetic,Maitrise_des_risques
"In 2023, the Aviation Fundamentals training was continued, both online and in person, and it was made available to WFP partners on the ground, Civil Aviation Authorities, and focal points from other UN agencies that work with UNHAS.",0,0,0,UNHAS,
Avec nos produits nos clients peuvent être certains de respecter les normes de sécurité imposées par les autorités de régulation de leur secteur d'activité ce qui évite toute sanction ou amende potentielles,0,0,1,Synthetic,Sécurité
Notre solution offre aux résidents locaux un accès facilité à des espaces de rencontre et d'échange ce qui favorise les relations interpersonnelles et améliore leur perception de la convivialité de leur communauté,0,1,0,Synthetic,Perception_citoyenne
Nos produits ont été conçus et fabriqués en conformité avec les normes européennes en matière de sécurité et de qualité,0,0,1,Synthetic,Respect_des_normes_européean
The end-of-year PASS and PSS survey from November 2023 resulted in an overall satisfaction rate of 94.5 per cent.,0,1,0,UNHAS,
This high-wing aircraft is powered by two turboprop engines.,0,0,0,UNHAS,
Les résidents pourront également contribuer à la préservation de l'environnement en réduisant les émissions de CO2 liées à la recherche de places de parking grâce à une utilisation plus efficace des infrastructures existantes,0,1,0,Synthetic,Facilité_d'accès_aux_places_de_parking
La solution proposée permet aux entreprises de maximiser l'utilisation de leurs ressources ce qui se traduit par une optimisation des infrastructures et un retour sur investissement significatif,1,0,0,Synthetic,Optimiser_les_infrastructures
Grâce à cette solution une entreprise de fabrication a pu optimiser ses processus de production réduisant ainsi les déchets et les coûts associés ce qui a contribué à augmenter sa marge bénéficiaire,1,0,0,Synthetic,Optimiser_la_production
Une chaîne de restauration rapide a optimisé ses processus de production en utilisant ce produit ce qui a entraîné une réduction de ses coûts opérationnels de 18 % et une augmentation de ses résultats d'exploitation,1,0,0,Synthetic,Résultats_d'exploitations
Nos solutions intègrent des mises à jour régulières pour prendre en compte les évolutions des obligations légales liées au Maintien en conditions opérationnelles,0,0,1,Synthetic,Maintien_en_conditions_opérationnelles
PRIVATE DONOR STM US,0,0,0,UNHAS,
Un service public a investi dans cette solution pour optimiser l'utilisation de ses infrastructures ce qui lui a permis de fournir des services plus fiables tout en réduisant ses coûts opérationnels,1,0,0,Synthetic,Amélioration_de_temps_d'utiisation_des_equipements
Les habitants pourront utiliser notre solution pour organiser des activités sportives culturelles et éducatives contribuant ainsi à dynamiser la vie locale,0,1,0,Synthetic,Participation_citoyenne
Les événements communautaires en plein air tels que les marchés de nuit et les concerts pourront bénéficier d'une ambiance lumineuse et festive grâce à notre solution,0,1,0,Synthetic,Lumonisité_sur_l'espace_public
Avec notre solution les résidents pourront participer à des événements culturels et artistiques locaux pour enrichir leur vie sociale et culturelle,0,1,0,Synthetic,Attractivité_endogène
Des aménagements dans les parcs et espaces verts tels que des sentiers accessibles en fauteuil roulant permettent à tous les résidents de profiter de la nature,0,1,0,Synthetic,Prise_en_compte_de_l'handicap
En utilisant la solution de Maitrise du pilotage une entreprise de fabrication a pu surveiller la consommation d'énergie de ses installations ce qui lui a permis de réduire ses coûts opérationnels,1,0,0,Synthetic,Maitrise_du_pilotage
Nos produits permettent de générer des rapports automatisés sur l'anonymisation des données répondant ainsi aux obligations légales en matière de documentation et de traçabilité des opérations sur les données personnelles,0,0,1,Synthetic,Anonymisation_de_données
La promotion de logements adaptés aux personnes en situation de handicap favorise leur intégration sociale et leur indépendance,0,1,0,Synthetic,Prise_en_compte_de_l'handicap
Notre solution de gestion des déchets encourage les citoyens à adopter des pratiques plus durables en les incitant à trier leurs déchets et à participer à des initiatives de nettoyage de quartier,0,1,0,Synthetic,adhésion_citoyenne
"UNHAS provided safe, effective,  and efficient air services to the  humanitarian community with a fleet of ten aircraft.",1,0,1,UNHAS,
The United Nations Humanitarian Air Service (UNHAS) is the link between communities battling the effects of emergencies and the humanitarian actors who can assist and protect them.,0,0,0,UNHAS,
DRC 0.7M Sudan 0.4M,0,0,0,UNHAS,
"Following the onset of the Sudan crisis, WFP Chad strengthened operations in the East with the    implementation of a flight schedule in accordance with the growing needs.",1,0,0,UNHAS,
L'utilisation de rampes d'accès dans les espaces publics permet aux personnes en situation de handicap de se déplacer plus facilement et en toute sécurité,0,1,0,Synthetic,Prise_en_compte_de_l'handicap
Franklyn Frimpong | Chief of WFP Aviation | franklyn.frimpong@wfp.org,0,0,0,UNHAS,
En utilisant notre produit les citoyens peuvent participer à des campagnes de sensibilisation des collectes de fonds ou des initiatives de solidarité pour soutenir des causes importantes dans leur région,0,1,0,Synthetic,Valorisation_des_initiatives_locale
sized fixed-wing and rotary-wing assets.,0,0,0,UNHAS,
"The operation also   completed infrastructure improvement works around the country to enhance safety , such as in Faizabad, by adding markings on an inactive metal runway to improve visibility and  prevent accidents.",1,1,1,UNHAS,
"This was in support of 56 registered humanitarian organi- sations across various sectors: food security, nutrition, health, shelter, non- food items (NFI); and water, sanitation and hygiene (WASH).",0,0,0,UNHAS,
En partageant des données agrégées avec des partenaires ou des fournisseurs les commerçants peuvent bénéficier de réductions ou de remises sur leurs achats ce qui contribue à maximiser leur retour sur investissement,1,0,0,Synthetic,Monétisation_de_la_donnée
Nous offrons une traçabilité complète et une documentation détaillée pour faciliter la surveillance et le suivi des mesures de sécurité mises en place répondant ainsi aux exigences de transparence et de reporting,0,0,1,Synthetic,Mesure_et_gestion_des_risques_au_sens_de_la_sécurité
Grâce à notre solution de collecte de fonds en ligne les résidents pourront soutenir des causes locales et gagner en notoriété en tant que défenseurs de leur communauté,0,1,0,Synthetic,Notorité
"This new approach reveals gains in terms of increased flexibility on funding allocation and swifter response to urgent needs, more predictability, and operational efficiency, allowing WFP to assess better which UNHAS operations require funding, also to support operations with less visibility and less likelihood of attracting sufficient funding.",1,0,0,UNHAS,
Notre solution permet aux habitants de suivre facilement leur progression sportive et de fixer des objectifs pour améliorer leur condition physique,0,1,0,Synthetic,Sport
En choisissant le produit mettant l'accent sur la Réductions des aléas une entreprise parvient à minimiser les risques liés à la chaîne d'approvisionnement ce qui garantit une meilleure continuité de l'activité,1,0,0,Synthetic,Réductions_des_aléas
ITALY JAPAN REPUBLIC OF KOREA LUXEMBOURG,0,0,0,UNHAS,
Nos solutions offrent la possibilité à nos clients de suivre et de documenter leurs émissions polluantes ce qui facilite grandement leur conformité avec les exigences légales en la matière,0,0,1,Synthetic,Respect_des_règles_sur_les_emissions_des_polluants
Notre solution permettra aux associations communautaires aux écoles et aux organisations locales de mieux communiquer avec les résidents pour promouvoir des événements des programmes et des initiatives qui enrichissent la vie de la communauté,0,1,0,Synthetic,Communication
Nos produits intègrent des fonctionnalités avancées de cryptage pour garantir la protection des données sensibles conformément aux normes en matière de confidentialité,0,0,1,Synthetic,Protection_de_la_confidentialité
Nous avons intégré des fonctionnalités de conformité réglementaire dans nos produits pour garantir que nos clients respectent les obligations légales,0,0,1,Synthetic,Contraintes_réglementaire
"In WFP Aviation, we remain resolute and   committed to advancing our cause of    alleviating suffering and fostering the    resilience of communities globally: guided by the humanitarian principles of humanity,  neutrality, impartiality and operational    independence.",0,1,0,UNHAS,
The UN Booking Hub will continue to evolve and expand in 2024 effectively adapting to changing needs in humanitarian air service operations.,1,0,0,UNHAS,
En analysant les données sur les ventes croisées et les ventes incitatives une entreprise peut optimiser ses stratégies de vente augmentant ainsi la valeur moyenne des transactions et la rentabilité,1,0,0,Synthetic,Pilotage_des_données
En proposant des services de jardinage communautaire nous offrons aux résidents un endroit paisible pour se connecter avec la nature et cultiver un sentiment de tranquillité,0,1,0,Synthetic,Sérenité
Notre solution permet aux résidents de participer à des événements communautaires tels que des festivals des marchés de producteurs locaux et des soirées cinéma en plein air renforçant ainsi leurs liens avec leur quartier,0,1,0,Synthetic,Renforcement_des_liens_communautaire
Mauritania 0.7M Chad 0.6M,0,0,0,UNHAS,
Notre équipement de loisir contribuera à revitaliser les espaces publics en offrant aux résidents des lieux attrayants et fonctionnels pour se détendre et se divertir,0,1,0,Synthetic,Equipement_de_loisir
UNHAS donors           in 2023,0,0,0,UNHAS,
Kenya | Sandra Legg | sandra.legg@wfp.org,0,0,0,UNHAS,
"Haiti 11,596,932 18/01/2025 719,316 Kenya 4,596,564 02/07/2024 (2,264,790)",0,0,0,UNHAS,
En encourageant la consommation locale et la production alimentaire durable notre solution permet aux citoyens de profiter de produits frais et de qualité tout en soutenant l'économie locale,0,1,0,Synthetic,Valorisation_de_la_qualité_environnementale
Nos produits intègrent des mécanismes de sécurité avancés pour prévenir toute tentative d'intrusion ou de sabotage répondant ainsi aux obligations légales en matière de protection des infrastructures sensibles,0,0,1,Synthetic,Sureté
Notre solution peut offrir aux parents des ressources éducatives et des conseils pour soutenir le développement social et émotionnel de leurs enfants favorisant ainsi une communauté bienveillante,0,1,0,Synthetic,Bienveillance
"The number of people in need increased to 8.8 million in  January 2023, indicating a 17 per cent rise compared with 2022.",0,0,0,UNHAS,
Notre solution permet aux résidents de s'impliquer dans la vie de leur communauté en contribuant à des projets locaux tels que des jardins communautaires ou des événements de quartier,0,1,0,Synthetic,Implication_citoyenne
Nos produits sont conçus pour s'adapter aux évolutions des normes et règlements en matière de Contrôle reglementaire offrant ainsi une solution pérenne pour garantir la conformité à long terme,0,0,1,Synthetic,Contrôle_reglementaire
En dématérialisant les processus de facturation notre entreprise a réduit les coûts d'impression et d'envoi de factures papier ce qui a généré des économies significatives,1,0,0,Synthetic,Dématérialisation
En utilisant notre solution de surveillance intelligente les citoyens peuvent bénéficier d'une meilleure sécurité dans les espaces publics tels que les parcs et les places,0,1,0,Synthetic,Sentiment_de_sécurité
Grâce à cette approche orientée vers l'engagement de résultats une agence de voyage a réussi à augmenter de 15% le nombre de réservations en ligne pour des destinations moins populaires,1,0,0,Synthetic,Engagement_de_résultats
A new AVSEC Annex G Dashboard (airports/airfield assessment) was rolled out in 2023 and updated on a regular basis for over 400 destinations across 21 countries.,0,0,0,UNHAS,
Les fonctionnalités de détection rapide et de remédiation automatique de nos produits assurent une conformité avec les obligations légales de réaction immédiate aux incidents de sécurité selon les réglementations en vigueur,0,0,1,Synthetic,Mesure_et_gestion_des_risques_au_sens_de_la_sécurité
Notre solution permettra d'installer des équipements de jeu modernes dans les aires de jeux pour enfants offrant ainsi aux familles locales des espaces de loisirs modernisés et sécurisés,0,1,0,Synthetic,Modernisation_des_equipements
"This leaves air transport as the safest, most reliable and most efficient means to reach populations in need.",1,0,1,UNHAS,
Installation de bornes de recharge pour véhicules électriques afin de promouvoir une mobilité plus propre et durable dans la communauté,0,1,0,Synthetic,Modernisation
Notre application de signalement des problèmes de voirie permet aux résidents de signaler rapidement et facilement les problèmes de la ville contribuant ainsi à un environnement urbain plus propre et sécurisé,0,1,0,Synthetic,Facilitation_d'usage
En incorporant des mesures de sécurité avancées telles que la gestion des vulnérabilités et la prévention des intrusions nos produits aident nos clients à respecter les directives en matière de protection des infrastructures critiques et des systèmes d'information sensibles,0,0,1,Synthetic,Cybersécurité
Grâce à un service de livraison de produits locaux en vélo électrique nous soutenons l'économie locale tout en réduisant le trafic et la pollution générée par les livraisons en voiture,0,1,0,Synthetic,Simplification_de_la_mobilité
Grâce à cette solution les entreprises peuvent éviter les pertes financières liées à des projets infructueux et garantir un retour sur investissement optimal,1,0,0,Synthetic,Assurance_sur_la_réussite_du_projet
Grâce à la mise en place de procédures de maintenance préventive sur nos équipements médicaux nous avons pu assurer un fonctionnement continu et fiable de nos équipements ce qui a renforcé la confiance de nos patients et amélioré notre réputation,1,0,0,Synthetic,Maintenance_préventive
La mutualisation des services informatiques nous permet de bénéficier d'économies d'échelle et d'améliorer notre retour sur investissement en réduisant nos dépenses en matière de matériel et de logiciels,1,0,0,Synthetic,Mutualisation_
"The role of UNHAS in emergency response promotes collaboration between governments, regional     organizations, the humanitarian community, and   international civil aviation stakeholders.",0,1,0,UNHAS,
South Sudan 5.5M Niger 2.2M Sudan 2.2M Haiti 1.9M Syria 1.1M Kenya 0.5M,0,0,0,UNHAS,
Notre plateforme de partage de vélo permet aux résidents de se déplacer rapidement et facilement dans la ville en encourageant un mode de vie actif et en réduisant l'empreinte carbone,0,1,0,Synthetic,Accès_aux_transports
Grâce à nos solutions innovantes les entreprises peuvent réduire significativement les risques liés au nonrespect des obligations légales en matière de Contrôle reglementaire,0,0,1,Synthetic,Contrôle_reglementaire
Date | Brochure title 13 Mozambique: Operational Update | Global Focus (unhcr.org).,0,0,0,UNHAS,
En choisissant nos solutions vous pouvez avoir l'assurance que vous respectez les réglementations internationales en vigueur ce qui réduit considérablement les risques juridiques,0,0,1,Synthetic,Respect_des_normes_internationales
"Since the onset of the crisis in April 2023, the service transported more than 4,600 passengers and over metric tons of light cargo through 230 flights in support of 69 distinct user organisations.",0,0,0,UNHAS,
This approach ensures the optimisation of aviation operations in support of humanitarian missions.,1,0,0,UNHAS,
En utilisant notre produit les citoyens peuvent être informés des événements communautaires des projets artistiques ou culturels et des initiatives de développement durable dans leur quartier,0,1,0,Synthetic,Valorisation_des_initiatives_locale
"UNHAS services continue to record user demand increases, indicating their criticality.",0,0,0,UNHAS,
Un fabricant de meubles a mis en place un processus d'optimisation de la production pour réduire les chutes de matériaux ce qui a entraîné une économie significative sur les coûts de matières premières,1,0,0,Synthetic,Réduction_de_rebut_de_production
Notre plateforme numérique facilite la communication et la collaboration entre les résidents pour organiser des actions de nettoyage et de collecte de déchets dans leur communauté,0,1,0,Synthetic,Gestion_des_déchets
"The boundaries and names shown, and the designations used on this map do not imply official endorsement or acceptance by the United Nations.",0,0,0,UNHAS,
"In 2023, the PSS and PASS surveys showed an overall user satisfaction rate of 93 per cent and 96 per cent respectively.",0,1,0,UNHAS,
Notre plateforme de partage de connaissances et de compétences encouragera la collaboration entre les habitants favorisant ainsi un sentiment d'appartenance et d'entraide au sein de la communauté,0,1,0,Synthetic,Amélioration_du_cadre_de_vie
"In many situations, humanitarian workers rely on UNHAS to reach vulnerable people in need.",0,1,0,UNHAS,
A turboprop-powered airplane with a capacity of 37 passengers.,0,0,0,UNHAS,
En utilisant cette solution facile à intégrer notre équipe informatique a pu réduire le temps et les ressources nécessaires pour l'implémentation permettant ainsi de réaliser des économies substantielles,1,0,0,Synthetic,Facile_d'utilisation_
Une société de services informatiques a utilisé cette solution pour optimiser l'utilisation des serveurs réduisant ainsi les coûts d'infrastructure tout en améliorant les performances des applications,1,0,0,Synthetic,Optimisation_des_ressources_
UNHAS allows us to reach the people we serve quickly and safely.,1,1,1,UNHAS,
UNHAS remains a demand-driven mandated common service for the entire humanitarian and develop,0,0,0,UNHAS,
"To support the     humanitarian community in responding to the complex emergency, UNHAS   continues to play a vital role by providing safe and  reliable passenger and light cargo air services in  Ethiopia.",1,0,1,UNHAS,
En fournissant des données sur l'affluence dans les transports en commun notre solution aide les résidents à éviter les heures de pointe et à voyager plus confortablement,0,1,0,Synthetic,Bonne_gestion_des_transports_en_communs
"While the whirlwind of violent winds hits once again the Great Red Island, WFP teams - particularly those from the air service - continue to assist the populations impacted by the natural disaster.",0,1,1,UNHAS,
The operation completed the   rehabilitation of the Moba airstrip in Tanganyika province to mitigate  operational safety risks and support the national aviation industry.,1,0,1,UNHAS,
En proposant des services d'accompagnement à la recherche d'emploi notre solution peut aider les résidents à optimiser leur CV préparer leurs entretiens et améliorer leurs chances de décrocher un emploi,0,1,0,Synthetic,Accès_à_l'emploi
"Flight schedules were regularly revised to accommodate user organisations’ demand for air services and to reach new destinations, demonstrating  the ability to adapt to evolving needs.",1,1,0,UNHAS,
En utilisant cette solution nous avons pu rationaliser nos processus de travail ce qui nous a permis d'augmenter notre productivité et donc nos bénéfices,1,0,0,Synthetic,Gain_d'argent
"UNHAS continuously strives to adapt the air services based on user needs, while upholding the highest standards of aviation safety and security.",1,0,1,UNHAS,
"UNHAS can spark growth in local aviation sectors, by establishing vital routes in under- served regions, demonstrating they can be safely and reliably operated and thereby attracting commercial interests.",1,1,1,UNHAS,
Notre plateforme d'échange de biens et de services encourage les échanges locaux favorisant ainsi une économie circulaire et générant du dynamisme dans la vie des habitants,0,1,0,Synthetic,dynamisme
COUNTRY OF       OPERATION,0,0,0,UNHAS,
"Despite ongoing     humanitarian efforts aimed at further ameliorating the situation, progress     remained challenged by bureaucratic hurdles, movement restrictions, insecurity, and aid    interference incidents.",0,0,0,UNHAS,
